Lesson Code,Lesson Name,Teacher Name,Lesson Date,Lesson Hours,Lesson Credit
ME699.02,GUIDED RESEARCH I,GÜNAY ANLAŞ,,,4 Cr 8 ECTS
ME699.03,GUIDED RESEARCH I,KUNT ATALIK,,,4 Cr 8 ECTS
ME699.04,GUIDED RESEARCH I,CAN AYDINER,,,4 Cr 8 ECTS
ME699.05,GUIDED RESEARCH I,HASAN BEDİR,,,4 Cr 8 ECTS
ME699.06,GUIDED RESEARCH I,MURAT ÇELİK,,,4 Cr 8 ECTS
ME699.07,GUIDED RESEARCH I,FATMA NAZLI DÖNMEZER AKGÜN,,,4 Cr 8 ECTS
ME699.08,GUIDED RESEARCH I,ALİ ECDER,,,4 Cr 8 ECTS
ME699.09,GUIDED RESEARCH I,NURİ BÜLENT ERSOY,,,4 Cr 8 ECTS
ME699.10,GUIDED RESEARCH I,HAKAN ERTÜRK,,,4 Cr 8 ECTS
ME699.11,GUIDED RESEARCH I,SİNAN ÖNCÜ,,,4 Cr 8 ECTS
ME699.13,GUIDED RESEARCH I,ŞEBNEM ÖZÜPEK,,,4 Cr 8 ECTS
ME699.14,GUIDED RESEARCH I,EVREN SAMUR,,,4 Cr 8 ECTS
ME699.15,GUIDED RESEARCH I,FAZIL ÖNDER SÖNMEZ,,,4 Cr 8 ECTS
ME699.16,GUIDED RESEARCH I,GÜLİN VARDAR,,,4 Cr 8 ECTS
ME699.17,GUIDED RESEARCH I,ÇETİN YILMAZ,,,4 Cr 8 ECTS
ME700.01,GRADUATE SEMINAR,ŞEBNEM ÖZÜPEK,📅 F,⏱️ 2,0 Cr 2 ECTS
ME790.01,Ph.D. THESIS,SERTAN ALKAN,,,0 Cr 120 ECTS
ME790.02,Ph.D. THESIS,GÜNAY ANLAŞ,,,0 Cr 120 ECTS
ME790.03,Ph.D. THESIS,KUNT ATALIK,,,0 Cr 120 ECTS
ME790.04,Ph.D. THESIS,CAN AYDINER,,,0 Cr 120 ECTS
ME790.05,Ph.D. THESIS,HASAN BEDİR,,,0 Cr 120 ECTS
ME790.06,Ph.D. THESIS,MURAT ÇELİK,,,0 Cr 120 ECTS
ME790.07,Ph.D. THESIS,FATMA NAZLI DÖNMEZER AKGÜN,,,0 Cr 120 ECTS
ME790.08,Ph.D. THESIS,ALİ ECDER,,,0 Cr 120 ECTS
ME790.09,Ph.D. THESIS,NURİ BÜLENT ERSOY,,,0 Cr 120 ECTS
ME790.10,Ph.D. THESIS,HAKAN ERTÜRK,,,0 Cr 120 ECTS
ME790.11,Ph.D. THESIS,SİNAN ÖNCÜ,,,0 Cr 120 ECTS
ME790.13,Ph.D. THESIS,ŞEBNEM ÖZÜPEK,,,0 Cr 120 ECTS
ME790.14,Ph.D. THESIS,EVREN SAMUR,,,0 Cr 120 ECTS
ME790.15,Ph.D. THESIS,FAZIL ÖNDER SÖNMEZ,,,0 Cr 120 ECTS
ME790.16,Ph.D. THESIS,GÜLİN VARDAR,,,0 Cr 120 ECTS
ME790.17,Ph.D. THESIS,ÇETİN YILMAZ,,,0 Cr 120 ECTS
MECA502.01,INDUSTRIAL CONTROL&INSTRUMENTATION,YANI SKARLATOS,📅 StStSt,⏱️ 678,3 Cr 8 ECTS
MECA503.01,MECHATRONIC SYSTEMS LABORATORY,MEHMET AKAR,📅 StStSt,⏱️ 234,3 Cr 8 ECTS
MECA513.01,ROBOTICS&ROBOT CONTROL,EVREN SAMUR,📅 WWW,⏱️ 111213,3 Cr 7 ECTS
MECA524.01,CONTROL SYSTEM DESIGN,MEHMET AKAR,📅 ThThTh,⏱️ 111213,3 Cr 7 ECTS
MECA527.01,INTRO.TO MICROELECTROMECHANICAL SYSTEMS,ŞENOL MUTLU,📅 FFF,⏱️ 111213,3 Cr 7 ECTS
MECA533.01,NEURAL NETWORKS,STAFF STAFF,,,3 Cr 7 ECTS
MECA579.01,GRADUATE SEMINAR,STAFF STAFF,,,0 Cr 8 ECTS
MECA582.01,SP.TP.PRODUCT DESIGN&DEVELOPMENT,SABRİ ALTINTAŞ,📅 MMM,⏱️ 111213,3 Cr 7 ECTS
MECA590.01,PROJECT,STAFF STAFF,📅 StSt,⏱️ 89,0 Cr 16 ECTS
MECA591.01,GUIDED RESEARCH,ŞENOL MUTLU,📅 StSt,⏱️ 67,1 Cr 4 ECTS
MECA591.02,GUIDED RESEARCH,EVREN SAMUR,📅 StSt,⏱️ 67,1 Cr 4 ECTS
MECA591.03,GUIDED RESEARCH,MEHMET AKAR,📅 StSt,⏱️ 67,1 Cr 4 ECTS
MECA593.01,GUIDED RESEARCH IN M.S.I,STAFF STAFF,,,2 Cr 3 ECTS
MECA594.01,GUIDED RESEARCH IN M.S.II,STAFF STAFF,,,2 Cr 3 ECTS
MECA690.01,M.S. THESIS,STAFF STAFF,,,0 Cr 60 ECTS
MECA502.01,INDUSTRIAL CONTROL&INSTRUMENTATION,YANI SKARLATOS,📅 StStSt,⏱️ 678,3 Cr 8 ECTS
MECA503.01,MECHATRONIC SYSTEMS LABORATORY,MEHMET AKAR,📅 StStSt,⏱️ 234,3 Cr 8 ECTS
MECA513.01,ROBOTICS&ROBOT CONTROL,EVREN SAMUR,📅 WWW,⏱️ 111213,3 Cr 7 ECTS
MECA524.01,CONTROL SYSTEM DESIGN,MEHMET AKAR,📅 ThThTh,⏱️ 111213,3 Cr 7 ECTS
MECA527.01,INTRO.TO MICROELECTROMECHANICAL SYSTEMS,ŞENOL MUTLU,📅 FFF,⏱️ 111213,3 Cr 7 ECTS
MECA533.01,NEURAL NETWORKS,STAFF STAFF,,,3 Cr 7 ECTS
MECA579.01,GRADUATE SEMINAR,STAFF STAFF,,,0 Cr 8 ECTS
MECA582.01,SP.TP.PRODUCT DESIGN&DEVELOPMENT,SABRİ ALTINTAŞ,📅 MMM,⏱️ 111213,3 Cr 7 ECTS
MECA590.01,PROJECT,STAFF STAFF,📅 StSt,⏱️ 89,0 Cr 16 ECTS
MECA591.01,GUIDED RESEARCH,ŞENOL MUTLU,📅 StSt,⏱️ 67,1 Cr 4 ECTS
MECA591.02,GUIDED RESEARCH,EVREN SAMUR,📅 StSt,⏱️ 67,1 Cr 4 ECTS
MECA591.03,GUIDED RESEARCH,MEHMET AKAR,📅 StSt,⏱️ 67,1 Cr 4 ECTS
MECA593.01,GUIDED RESEARCH IN M.S.I,STAFF STAFF,,,2 Cr 3 ECTS
MECA594.01,GUIDED RESEARCH IN M.S.II,STAFF STAFF,,,2 Cr 3 ECTS
MECA690.01,M.S. THESIS,STAFF STAFF,,,0 Cr 60 ECTS
MIR501.01,POLITICS OF EUROPEAN INTEGRATION,MURAT AKAN,📅 ThThTh,⏱️ 101112,3 Cr 8 ECTS
MIR501.02,POLITICS OF EUROPEAN INTEGRATION,MURAT AKAN,,,3 Cr 8 ECTS
MIR502.01,FUNDAMENTALS OF INTERNATIONAL RELATIONS,ALPER YAĞCI,📅 WWW,⏱️ 101112,3 Cr 8 ECTS
MIR502.02,FUNDAMENTALS OF INTERNATIONAL RELATIONS,ALPER YAĞCI,,,3 Cr 8 ECTS
MIR503.01,INTERNATIONAL ECONOMICS&TRADE,TOLGA UMUT KUZUBAŞ,📅 TTT,⏱️ 101112,3 Cr 8 ECTS
MIR503.02,INTERNATIONAL ECONOMICS&TRADE,TOLGA UMUT KUZUBAŞ,,,3 Cr 8 ECTS
MIR515.01,"CIVIL SOCIETY&DEMOCRACY IN TURKEY,EUROPE",MERT ARSLANALP,📅 MMM,⏱️ 101112,3 Cr 7 ECTS
MIR515.02,"CIVIL SOCIETY&DEMOCRACY IN TURKEY,EUROPE",MERT ARSLANALP,,,3 Cr 7 ECTS
MIR522.01,RELIGION & SECULARISM EUROPE,MURAT AKAN,📅 MMM,⏱️ 101112,3 Cr 7 ECTS
MIR522.02,RELIGION & SECULARISM EUROPE,MURAT AKAN,,,3 Cr 7 ECTS
MIR579.01,GRADUATE SEMINAR,MURAT AKAN,,,0 Cr 2 ECTS
MIR581.01,DIRECTED READINGS IN GLOBAL STUDIES I,RAMAZAN HAKKI ÖZTAN,,,1 Cr 1 ECTS
MIR581.02,DIRECTED READINGS IN GLOBAL STUDIES I,ALPER YAĞCI,,,1 Cr 1 ECTS
MIR581.03,DIRECTED READINGS IN GLOBAL STUDIES I,TOLGA UMUT KUZUBAŞ,,,1 Cr 1 ECTS
MIR581.04,DIRECTED READINGS IN GLOBAL STUDIES I,MERT ARSLANALP,,,1 Cr 1 ECTS
MIR581.05,DIRECTED READINGS IN GLOBAL STUDIES I,ZİYA UMUT TÜREM,,,1 Cr 1 ECTS
MIR581.06,DIRECTED READINGS IN GLOBAL STUDIES I,ZEYNEP KADİRBEYOĞLU,,,1 Cr 1 ECTS
MIR584.01,DIRECTED READINGS IN REGIONAL STUDIES I,ZEYNEP KADİRBEYOĞLU,,,1 Cr 1 ECTS
MIR584.02,DIRECTED READINGS IN REGIONAL STUDIES I,ZİYA UMUT TÜREM,,,1 Cr 1 ECTS
MIR585.02,DIRECTED READINGS IN REGIONAL STUDIES II,ZİYA UMUT TÜREM,,,1 Cr 1 ECTS
MIR586.01,DIREC. READINGS IN REGIONAL STUDIES III,RAMAZAN HAKKI ÖZTAN,,,1 Cr 1 ECTS
MIR591.01,TERM PROJECT I,ZEYNEP KADİRBEYOĞLU,,,0 Cr 3 ECTS
MIR593.01,TERM PROJECT III,RAMAZAN HAKKI ÖZTAN,,,0 Cr 3 ECTS
MIR690.01,MASTER THESIS,MURAT AKAN,,,0 Cr 30 ECTS
MIR690.02,MASTER THESIS,BAŞAK TARAKTAŞ,,,0 Cr 30 ECTS
MIR690.03,MASTER THESIS,MEHTAP IŞIK,,,0 Cr 30 ECTS
MIR690.04,MASTER THESIS,MERT ARSLANALP,,,0 Cr 30 ECTS
MIR690.05,MASTER THESIS,ZEYNEP KADİRBEYOĞLU,,,0 Cr 30 ECTS
MIR690.06,MASTER THESIS,IRMAK ERTÖR,,,0 Cr 30 ECTS
MIR690.08,MASTER THESIS,ALPER YAĞCI,,,0 Cr 30 ECTS
MIS111.01,ECONOMICS I,ALİ TÜKEL,📅 MMW,⏱️ 787,3 Cr 5 ECTS
MIS111.01 P.S. 1,ECONOMICS I P.S.,📅 W,⏱️ 8,,
MIS113.01,MANAGEMENT & ORGANIZATION,ÖZGÜR DÖĞERLİOĞLU,📅 MMTh,⏱️ 345,3 Cr 5 ECTS
MIS125.01,INTRODUCTION TO INFORMATION SYS.& TECHNO,AYSUN BOZANTA HAKYEMEZ,📅 MThTh,⏱️ 678,4 Cr 5 ECTS
MIS125.01 LAB 1,INTRODUCTION TO INFORMATION SYS.& TECHNO LAB,📅 WW,⏱️ 12,,
MIS125.01 LAB 2,INTRODUCTION TO INFORMATION SYS.& TECHNO LAB,📅 WW,⏱️ 34,,
MIS131.01,INTRODUCTION TO ALGORITHMS&PROGRAMMING,NAZIM TAŞKIN,📅 TTW,⏱️ 786,4 Cr 6 ECTS
MIS131.01 LAB 1,INTRODUCTION TO ALGORITHMS&PROGRAMMING LAB,📅 FF,⏱️ 12,,
MIS131.01 LAB 2,INTRODUCTION TO ALGORITHMS&PROGRAMMING LAB,📅 FF,⏱️ 34,,
MIS143.01,BUSINESS MATHEMATICS I,PINAR ADANALI,📅 TTT,⏱️ 456,3 Cr 5 ECTS
MIS143.01 P.S. 1,BUSINESS MATHEMATICS I P.S.,📅 ThTh,⏱️ 34,,
MIS211.01,FINANCIAL ACCOUNTING,ALİ TÜKEL,📅 MMTh,⏱️ 235,3 Cr 5 ECTS
MIS213.01,STATISTICS,SONA MARDİKYAN,📅 MThTh,⏱️ 767,3 Cr 6 ECTS
MIS213.01 P.S. 1,STATISTICS P.S.,📅 TT,⏱️ 23,,
MIS233.01,WEB BASED APPLICATION PROGRAMMING,ALİ BOYACI,📅 FFF,⏱️ 678,4 Cr 6 ECTS
MIS233.01 LAB 1,WEB BASED APPLICATION PROGRAMMING LAB,📅 ThTh,⏱️ 12,,
MIS233.01 LAB 2,WEB BASED APPLICATION PROGRAMMING LAB,📅 ThTh,⏱️ 34,,
MIS251.01,INFORMATION TECHNOLOGY INFRASTRUCTURES,BİLGİN METİN,📅 TTTh,⏱️ 678,3 Cr 6 ECTS
MIS251.01 P.S. 1,INFORMATION TECHNOLOGY INFRASTRUCTURES P.S.,📅 T,⏱️ 8,,
MIS321.01,SYSTEM ANALYSIS & DESIGN,AYSUN BOZANTA HAKYEMEZ,📅 MTT,⏱️ 556,3 Cr 6 ECTS
MIS321.01 P.S. 1,SYSTEM ANALYSIS & DESIGN P.S.,📅 M,⏱️ 7,,
MIS331.01,DATA MINING,BERTAN YILMAZ BADUR,📅 TTF,⏱️ 236,3 Cr 5 ECTS
MIS331.01 P.S. 1,DATA MINING P.S.,📅 FF,⏱️ 78,,
MIS335.01,DATABASE SYSTEMS,AHMET ONUR DURAHİM,📅 WWTh,⏱️ 231,4 Cr 6 ECTS
MIS335.01 LAB 1,DATABASE SYSTEMS LAB,📅 ThTh,⏱️ 23,,
MIS335.01 LAB 2,DATABASE SYSTEMS LAB,📅 ThTh,⏱️ 45,,
MIS353.01,CYBER LAW,OSMAN GAZİ GÜÇLÜTÜRK,📅 WWTh,⏱️ 787,3 Cr 5 ECTS
MIS433.01,INFORMATION SYSTEM PROJECT MANAGEMENT,NAZIM TAŞKIN,📅 MMW,⏱️ 235,3 Cr 6 ECTS
MIS433.01 P.S. 1,INFORMATION SYSTEM PROJECT MANAGEMENT P.S.,📅 M,⏱️ 4,,
MIS441.01,CUSTOMER RELATIONSHIP MANAGEMENT,ASLIHAN NASIR,📅 MMT,⏱️ 564,3 Cr 6 ECTS
MIS441.01 P.S. 1,CUSTOMER RELATIONSHIP MANAGEMENT P.S.,📅 M,⏱️ 7,,
MIS458.01,STRATEGIC MANAGEMENT,ÖZGÜR DÖĞERLİOĞLU,📅 WWW,⏱️ 234,3 Cr 5 ECTS
MIS463.01,DECISION SUPPORT SYSTEMS FOR BUSINESS,ASLI SENCER,📅 MThTh,⏱️ 867,3 Cr 6 ECTS
MIS463.01 P.S. 1,DECISION SUPPORT SYSTEMS FOR BUSINESS P.S.,📅 ThTh,⏱️ 12,,
MIS463.01 P.S. 2,DECISION SUPPORT SYSTEMS FOR BUSINESS P.S.,📅 ThTh,⏱️ 34,,
MIS477.01,LEADERSHIP & MOTIVATION,TANJU AKDENİZ,📅 TTT,⏱️ 678,3 Cr 5 ECTS
MIS481.01,SENIOR SEMINARS IN MIS,FİGEN BACIOĞLU,📅 W,⏱️ 6,1 Cr 2 ECTS
MIS484.01,SP.TP.BUILDING A DIGITAL START-UP,VOLKAN BİÇER,📅 TTT,⏱️ 678,3 Cr 5 ECTS
MIS492.01,PROJECT,BERTAN YILMAZ BADUR,,,4 Cr 8 ECTS
MIS492.03,PROJECT,NAZIM TAŞKIN,,,4 Cr 8 ECTS
MIS492.04,PROJECT,ÖZGÜR DÖĞERLİOĞLU,,,4 Cr 8 ECTS
MIS492.06,PROJECT,HANDE TÜRKER,,,4 Cr 8 ECTS
MIS492.07,PROJECT,SONA MARDİKYAN,,,4 Cr 8 ECTS
MIS492.08,PROJECT,BİLGİN METİN,,,4 Cr 8 ECTS
MIS492.09,PROJECT,ASLIHAN NASIR,,,4 Cr 8 ECTS
MIS492.10,PROJECT,CEYLAN ONAY,,,4 Cr 8 ECTS
MIS492.11,PROJECT,MELTEM ÖZTURAN,,,4 Cr 8 ECTS
MIS492.12,PROJECT,ASLI SENCER,,,4 Cr 8 ECTS
MIS492.13,PROJECT,ZUHAL TANRIKULU,,,4 Cr 8 ECTS
MIS492.14,PROJECT,ALİ TÜKEL,,,4 Cr 8 ECTS
MIS492.15,PROJECT,FİGEN BACIOĞLU,,,4 Cr 8 ECTS
MIS493.01,SP TP.BLOCKHAIN DEVELOPMENT,CEMİL TÜRÜN,📅 FFF,⏱️ 234,3 Cr 5 ECTS
MIS49L.01,SP.TP.IT GOVERNANCE&IT STANDARDS,KAYA KAZMİRCİ,📅 FFF,⏱️ 234,3 Cr 5 ECTS
MIS513.01,INFORMATION COMMUNICATION TECHNOLOGY GOVERNANCE,UĞUR GÖKHAN ÖZDİNÇ,📅 WWW,⏱️ 789,3 Cr 6 ECTS
MIS515.01,"SYSTEMS ANALYSIS, MODELING & DESIGN",MELTEM ÖZTURAN,📅 TTT,⏱️ 123,3 Cr 6 ECTS
MIS519.01,RESEARCH METHODOLOGY,HANDE TÜRKER,📅 ThThTh,⏱️ 567,3 Cr 6 ECTS
MIS542.01,DATA MINING CONCEPTS & TECHNIQUES,SONA MARDİKYAN,📅 MMM,⏱️ 234,3 Cr 6 ECTS
MIS542.01 P.S. 1,DATA MINING CONCEPTS & TECHNIQUES P.S.,📅 M,⏱️ 5,,
MIS577.01,DIRECTED READINGS IN MANAGEMENT INFORMATION SYSTEMS,BERTAN YILMAZ BADUR,,,0 Cr 6 ECTS
MIS577.03,DIRECTED READINGS IN MANAGEMENT INFORMATION SYSTEMS,NAZIM TAŞKIN,,,0 Cr 6 ECTS
